DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1108/ijlma-07-2023-0154,Nexus between mandatory ESG disclosure regulation and abnormal stock returns: a study of an emerging economy,Rajesh Desai,International Journal of Law and Management,2023,"
Purpose
This study aims to study the response of the stock market to the announcement of compulsory environmental, social and governance (ESG) disclosure regulation in the context of the Indian economy – one of the largest emerging economies. The study also examines the role of carbon sensitivity and pre-ESG disclosure.


Design/methodology/approach
Daily stock price data of 940 listed companies has been collected for 276 trading days to compute abnormal returns. The current study is based on event study methodology to analyze the announcement effect of disclosure regulations. Furthermore, to check the robustness of results, cross-sectional regression has been applied to correct for potential heterogeneity.


Findings
Results of the event study signify that the equity share market has reacted positively and significantly to the mandatory ESG disclosure regulation. Furthermore, the study also confirms the mitigating role of carbon sensitivity and pre-ESG disclosure as carbon nonsensitive (non predisclosure) firms have witnessed a more intense effect of regulation as compared to sensitive (predisclosed) corporations.


Practical implications
Current findings assist managers in understanding investor perception toward nonfinancial disclosures. Corporate managers can use disclosure as a tool to enhance the firm value and reduce information asymmetry by providing relevant information. Furthermore, policymakers can use the findings of present research to disseminate the advantages of adopting ESG disclosure practices thereby improving the transparency and governance among business firms.


Originality/value
To the best of the author’s knowledge, this study is the first to provide empirical evidence on the market response to compulsory ESG disclosure framework in the emerging context of India. Furthermore, considering the infancy stage of ESG research, the present research contributes to the body of knowledge by empirically testing the disclosure theories.
",266689094,9,71,,
10.3390/systems13070578,Unraveling the Drivers of ESG Performance in Chinese Firms: An Explainable Machine-Learning Approach,"Hyojin Kim, Myounggu Lee",Systems,2025,"As Chinese firms play pivotal roles in global supply chains, multinational corporations face increasing pressure to ensure ESG accountability across their sourcing networks. Current ESG rating systems lack transparency in incorporating China’s unique industrial, economic, and cultural factors, creating reliability concerns for stakeholders managing supply chain sustainability risks. This study develops an explainable artificial intelligence framework using SHAP and permutation feature importance (PFI) methods to predict the ESG performance of Chinese firms. We analyze comprehensive ESG data of 1608 Chinese listed companies over 13 years (2009–2021), integrating financial and non-financial determinants traditionally examined in isolation. Empirical findings demonstrate that random forest algorithms significantly outperform multivariate linear regression in capturing nonlinear ESG relationships. Key non-financial determinants include patent portfolios, CSR training initiatives, pollutant emissions, and charitable donations, while financial factors such as current assets and gearing ratios prove influential. Sectoral analysis reveals that manufacturing firms are evaluated through pollutant emissions and technical capabilities, whereas non-manufacturing firms are assessed on business taxes and intangible assets. These insights provide essential tools for multinational corporations to anticipate supply chain sustainability conditions.",288950328,0,66,,
10.3389/fenvs.2022.951646,ESG investing in the AI era: Features of developed and developing countries,"L. Khoruzhy, A. V. Semenov, A. Averin, Timur A. Mustafin",Frontiers in Environmental Science,2022,"Department of Accounting and Taxation, Russian State Agrarian University-Moscow Timiryazev Agricultural Academy (RSAU-MAA named after K. A. Timiryazev), Moscow, Russia, Rector, Moscow Witte University, Moscow, Russia, Department of National Economy, Russian Presidential Academy of National Economy and Public Administration, Moscow, Russia, Department of World Economy, Diplomatic Academy of the Russian Foreign Ministry, Moscow, Russia",251674284,15,56,,
10.3390/su152416860,A Streamline Sustainable Business Performance Reporting Model by an Integrated FinESG Approach,"Victoria Bogdan, Luminița Rus, D. Gherai, Adrian-Gheorghe Florea, N. Bugnar",Sustainability,2023,"ESG reporting and disclosure enable financial performance by attracting revenues and optimizing managerial decisions. Within this landscape falls the present study that aimed to examine the quality of ESG reporting connected to the financial performance of listed companies. Stratified analysis revealed four groups of companies according to the average value of ROA and ROE indicators, as well as four classes according to the average ESG disclosure score. The analysis of GRI topics and materiality disclosure scores showed an average disclosure level on ESG components, located between a satisfactory and a good level of disclosure. Also, companies were found to be more inclined to disclose data on the sustainability strategy but provided poor and vague information on the business model. The results of comparative clustering analysis based on FinESG reporting and disclosure scores showed that 31.57% of companies maintained their position in the final ranking. Content analysis of sustainability reports by Leximancer, v.5.0 software highlighted that the most salient topic was “employees”, and it revealed correlations between the themes “employees” and “emissions”. The practical implications of the study were found in the promotion of an integrated reporting that best meets the needs of both stakeholders and those of environmental protection and the development of society.",267202715,21,62,,
10.1016/j.jenvman.2025.124365,Sustainable practices in business operations - Merely a moral obligation of modern companies or a strategic asset for enhancing shareholders value.,"Ashutosh Dash, Amit Kumar Gupta, Vanita Singh, Kirti Sharma",Journal of Environmental Management,2025,(missing abstract),283619143,3,75,,
10.1109/access.2024.3393511,Genetic Programming Based Automated Machine Learning in Classifying ESG Performances,"Abdullah Sani Abd Rahman, Suraya Masrom, Rahayu Abdul Rahman, Roslina Ibrahim, Abdul Rehman Gilal",IEEE Access,2024,(missing abstract),291750623,1,39,,
10.1080/10291954.2024.2306701,The impact of sustainable investment on firm performance in South Africa,"Vongani V. Masongweni, Beatrice D. Simo-Kengne",South African Journal of Accounting Research,2024,"Purpose: This study investigates the influence of environmental, social, and governance (ESG) scores on the financial performance of firms in South Africa across industries. Motivation: In the context of the growing importance of sustainability reporting, understanding the link between ESG and firm performance is critical for informed and sustainable corporate strategies. Design/Methodology/Approach: The study employs panel data regression techniques on secondary data from 120 Johannesburg Stock Exchange-listed firms between 2015 and 2020. Main Findings: Overall, the composite ESG scores do not significantly affect the financial performance of South African companies. However, scores from social and governance pillars show a positive association with firm performance, while environmental scores have a limited effect. Practical Implications/Managerial Impact: These findings suggest that not all ESG activities are equally relevant for firm profitability. Corporate managers should prioritise industry-relevant ESG pillars to enhance firm profitability. Novelty/Contribution: The study expands empirical evidence in an emerging market context, analysing the impact of disaggregated ESG scores and providing comparative industry-specific analysis. This contributes to a nuanced understanding of the ESG-performance nexus.",269721337,25,49,,
10.21511/imfi.22(1).2025.27,ESG or financial metrics? What retail investors really look for in decision-making,"S. Murali Gopal, V. Saravanakrishnan, N. Elangovan",Investment Management and Financial Innovations,2025,"With the increasing global emphasis on responsible investing, this study explores the tradeoff between ESG and traditional financial metrics in shaping the investment decisions of retail investors in India. A within-subject experimental design was employed at Christ University, India, involving an initial sample of 75 participants, with 55 completing all three experiment rounds. The sample respondents evaluated masked stock profiles across three rounds, where updated financial and ESG information on masked stock was provided at each round. The results indicate that though ESG metrics are getting attention among retail investors, financial metrics are still the main determining factor for investment. It was found that ROE (52 responses), 3-year CAGR Net Profit (36 responses), and P/E ratios (48 responses) are the most influencing factors to make investment decisions. Similarly, ESG factors (Governance, Environmental, and Sustainability scores) are also frequently mentioned, with 74 citations. Retail investors mainly consider profitability and view ESG as risk-mitigating or neutralizing factors. While evaluating the ESG factors, retailers mainly look at the firm’s environmental concerns, followed by governance and social factors. This result contrasts with the previous studies in this domain, where the literature emphasized governance factors more than environmental factors. These results highlight the integration of ESG elements, as retail investors remain with favorable returns and sacrifice sustainability. Further, this study spots the need for better and quantifiable ESG performance reports to consider alternative data comparable to financial data for better investment decisions.",284969996,3,47,,
10.1080/20430795.2025.2553902,How ESG contributes to corporate financial performance: an integrative framework from the dual perspectives of capital and product markets,"Jiaqi Xie, Ziyue Wang, Jingke Sun",Journal of Sustainable Finance & Investment,2025,"ABSTRACT This study examines the impact of ESG on corporate financial performance, emphasizing the mediating roles of debt financing cost and product competitive advantage. Drawing on a two-way fixed effects model and a panel dataset of Chinese A-share listed firms from 2013 to 2022, the findings indicate that ESG significantly enhances corporate financial performance. Furthermore, ESG promotes financial performance through two complementary mechanisms: lowering debt financing costs and strengthening product competitive advantage. This study suggests that firms should prioritize ESG integration and marketing to boost financial outcomes, while the government should refine green finance policies and regulations to support sustainable development.",291083122,1,99,,
10.1108/md-04-2024-0930,"Environmental, social and governance-type investing: a multi-stakeholder machine learning analysis","Rachana Jaiswal, Shashank Gupta, Aviral Kumar Tiwari",Management Decision,2025,"Purpose This research delves into the determinants influencing the adoption of environmental, social and governance (ESG) investing through an analysis of social media dialogs using the uses and gratification theory. Design/methodology/approach This study employs a mixed-methods approach, integrating sentiment analysis, topic modeling, clustering, causal loop analysis and ethnography to examine ESG-related content on social media. Analyzing social media data, study identified key themes and derived ten propositions about ESG investing. Industry professionals, financial advisors and investors further validated these findings through expert interviews. Combining data-driven analysis and qualitative insights provides a comprehensive understanding of how social media shapes investor preferences and decision-making in the ESG domain. Findings Environmental aspects, such as conservation, preservation of natural resources, renewable and clean energy, biodiversity, restoration and eco-friendly products and technologies, shape attitudes toward ESG investing. Social considerations, including inclusivity, diversity, social justice, human rights, stakeholder engagement, transparency, community development and philanthropy, significantly influence ESG investing sentiments. Governance elements such as transparency, accountability, ethical governance, compliance, risk management, regulatory compliance and responsible leadership also play a pivotal role in shaping ESG investing opinions. Practical implications This study presents actionable insights for policymakers and organizations by identifying key constructs in ESG investing and proposing an integrated framework that includes mediating factors like resource efficiency and stakeholder engagement alongside moderating elements such as regulatory environment and investor preferences. Policymakers should establish standardized ESG reporting frameworks, incentivize sustainable practices and use social media data for regulatory purposes. For businesses, integrating social media insights into decision-making can enhance ESG communication strategies and accountability. These measures will foster greater transparency, strengthen investor relations and contribute to a more sustainable and inclusive global economy. Originality/value To the authors' best knowledge, this is the first study to investigate improving ESG investing preferences based on big data mined from social media platforms.",285478697,16,119,,
10.1007/978-3-032-06691-6_20,Automated ESG Scoring and Prediction,"Shital Pawar, Parag Dolhare, Saish Fatangare, Harshdeep Gawhale, Aditya Gadgil",Lecture notes in networks and systems,2025,(missing abstract),292716983,0,10,,
10.1017/sus.2025.4,"Financial foundations for sustainability: how business sophistication, tax policy, and technology shape ESG in belt and road initiative countries","Saif Ullah, Haitham Nobanee, Fahad Azim, Mustapha Khiati",Global Sustainability,2025,"Abstract Non-technical summary The research paper studies business sophistication, tax revenue policies, and ESG (Environmental, Social, and Governance) performance across 105 Belt and Road Initiative (BRI) countries spanning from 2013 to 2021. Key insights from the study underscore a positive association between business sophistication and ESG performance. This suggests that organizations leveraging advanced knowledge and innovation are better positioned to implement effective ESG strategies. Moreover, higher tax revenue is linked to better ESG, underlining a commitment to sustainability within the business landscape. Notably, Information, Communication, and Technology (ICT) emerges as a pivotal catalyst in augmenting ESG performance, particularly when integrated with business sophistication and tax revenue mechanisms. Technical summary This study examines the relationship between business sophistication, tax revenue policies, and ESG (Environmental, Social, and Governance) performance in 105 Belt and Road Initiative (BRI) countries from 2013 to 2021, focusing on the moderating role of Information, Communication, and Technology (ICT). Using advanced econometric methods like Two-Stage Least Squares (2SLS), two-step Generalized Method of Moments (GMM), and fixed-effect regression, the research also considers factors such as microfinance institutions, commercial bank financing, and the COVID-19 pandemic. The findings reveal a significant positive link between business sophistication and ESG performance, indicating that companies with advanced knowledge and innovation are more likely to implement successful ESG policies. Higher tax revenue is also positively correlated with ESG improvements, reflecting support for sustainability. ICT is crucial in enhancing ESG performance, especially when combined with business sophistication and tax revenue. Microfinance and commercial banking are vital in promoting ESG practices in BRI countries. Despite a temporary decline in ESG performance due to COVID-19, the study predicts a post-pandemic resurgence, emphasizing the need to foster an innovation culture for sustainable development. Social media summary There is a positive association between business sophistication, tax revenues, microfinance, ICT, and commercial banking, which are key drivers of better ESG performance in BRI countries.",285110130,6,42,,
10.1016/j.sftr.2025.101494,Large language models for sustainability reporting: A systematic review and research agenda,Seyed Alireza Mousavian Anaraki,Sustainable Futures,2025,(missing abstract),293403245,0,68,,
10.1007/978-3-031-66431-1_8,Factors Influencing Organizational Adoption of Artificial Intelligence and Corporate Social Responsibility in a Solar System World,"Didier Van Caillie, May Merhej Sayegh, Dina Sidani",Lecture notes in networks and systems,2024,(missing abstract),275534307,0,66,,
10.1002/9781394383658.ch6,The Resurgence of Predictive Models of ESG Technology Strives for a Sustainable Paradigm,"Sonali Srivastava, Manisha Singh, Anubha Vashisht",(missing journal),2025,"India has been demonstrating a similar interest in sustainable practices by becoming the first country in the world to undertake exclusive climate change programs to innovate affordable, clean technologies that reduce the environmental footprints of products from the design to the disposal stages. Many scientific and academic communities are immersed in developing the required technologies to transform society, industry, and government for a sustainable future. In fact, e-waste, e-resources, and the circular economy have assumed significant proportions in the sustainability arena today. The present chapter includes the corporate governance technology where the relevance of predictive models of ESG technological intervention and compliance is the resource generation and distribution in the precursor of SRI and ESG technology. ESG factors encompass those facts, situations, and occurrences of economic value that determine corporate returns, and these influences can manifest themselves in the form of risks and opportunities that result in benefits and costs. The predictive models beget an analysis that informs companies' overall governance strategy and the elements that drag the firm's long-term ESG. These insights, in effect, can also guide the investment components that concern ESG governance. Creating efficient predictive models may be a potential challenge due to the difficulty of obtaining quality data. The contemporary Indian approach to sustainability is informed by existing and ongoing regulatory standards, sustainability reporting and disclosure frameworks, sustainable development goals, and corporate social responsibility.",291438131,0,72,,
10.1007/s10479-024-05859-z,Value creation and sustainable business model: are ESG ratings a matter of class?,"Rosella Castellano, Francesca Cini, Annalisa Ferrari",Annals of Operations Research,2024,(missing abstract),270458435,6,39,,
10.1080/20430795.2022.2057405,The role of artificial intelligence in sustainable finance,"Abdalmuttaleb M. A. Musleh Al-Sartawi, Khaled Hussainey, Anjum Razzaque",Journal of Sustainable Finance &amp; Investment,2022,(missing abstract),154682016,211,19,,
10.1108/jefas-02-2024-0040,ESG and financial performance via uncertain mining technology: do Multilatinas contribute to the sustainability of the region?,"Carlos Alexander Grajales, Katherine Albanés Uribe",Journal of Economics Finance and Administrative Science,2024,"PurposeThis paper proposes a methodology based on an uncertain mining technology that identifies the linguistic relationships of ESG and its components with a financial performance metric to help the sustainability diagnosis of a region, specifically Latin America.Design/methodology/approachFirst, based on a relevant dataset of companies in a region, a procedure is formulated whereby an uncertain mining technology extracts the mathematically significant linguistic relationships of ESG and its components with a financial performance metric. Second, a knowledge management process is designed based on the linguistic summaries obtained from the mining process. As a final step and drawing upon the two preceding processes, a diagrammatic system of signals is proposed for diagnosing the sustainability of the region as contributed by its companies.FindingsAfter this methodology is instantiated on a group of Multilatinas, it is observed that their sustainability contributions to the region are limited and that none of the identified linguistic relationships between ESG and the financial performance metric are favorable for the region.Originality/valueThis is the first proposal of its kind and it can be applied to any region of the world to assess the financial performance of its companies regarding their ESG commitments. In addition, it enables the region to comprehensively monitor compliance with the 2030 SDG agenda.",273899066,4,25,,
10.54692/amr.2024.117,The Impact of ESG-Based Sustainable Finance Measuring on Individual Investors' Investment Decisions on the Pakistan Stock Exchange (PSX),Mazhar Farid,Annals of Management Review,2024,"ESG concerns have become increasingly important in Pakistan Stock Exchange (PSX) investor selections. This study examines how sustainable finance, particularly the environmental, social, and governance (ESG) factors, affect PSX investor decisions. ESG aspects include a company's environmental effect, social responsibility, and corporate governance. The study explores how these elements affect investors' perceptions of a company's long-term survival, risk profile, and growth potential. It also examines how Green Innovation affects investment decisions, acknowledging the importance of corporations promoting eco-friendly practices and technologies in a changing global economy. This research affects investors and policymakers. Knowing the importance of ESG elements and Green Innovation can help individual investors make more sustainable and ethical investments. ESG-compliant enterprises that promote green innovation may boost financial returns and improve society and the environment. These insights can help policymakers create ESG reporting transparency frameworks that increase company accountability and give investors accurate and consistent information to make decisions. This study illuminates the interconnected dynamics of sustainable finance, ESG factors, and Green Innovation, emphasizing the importance of holistic investment strategies that benefit individual investors and contribute to a more sustainable and prosperous economy.",294378373,0,26,,
10.1016/j.resconrec.2022.106571,Environment-Social-Governance Disclosures nexus between Financial Performance: A Sustainable Value Chain Approach,"Neha Saini, Anjuman Antil, Angappa Gunasekaran, Kunjana Malik, Suganya Balakumar","Resources, Conservation and Recycling",2022,(missing abstract),238432165,75,128,,
10.1016/j.ribaf.2024.102616,The effect of ESG divergence on the financial performance of Hong Kong-listed firms: an artificial neural network approach,"Louis T.W. Cheng, Tsun Se Cheong, Michal Wojewodzki, David Chui",Research in International Business and Finance,2024,(missing abstract),279230407,16,81,,
10.1016/j.eswa.2023.119726,ESG information extraction with cross-sectoral and multi-source adaptation based on domain-tuned language models,"Jaeyoung Lee, Misuk Kim",Expert systems with applications,2023,(missing abstract),254283620,38,15,,
10.1108/jefas-02-2024-0040,ESG and financial performance via uncertain mining technology: do Multilatinas contribute to the sustainability of the region?,"Carlos Alexánder Grajales, Katherine Albanés Uribe","Journal of economics finance and administrative science/Journal of economics, finance and administrative science",2024,"Purpose This paper proposes a methodology based on an uncertain mining technology that identifies the linguistic relationships of ESG and its components with a financial performance metric to help the sustainability diagnosis of a region, specifically Latin America. Design/methodology/approach First, based on a relevant dataset of companies in a region, a procedure is formulated whereby an uncertain mining technology extracts the mathematically significant linguistic relationships of ESG and its components with a financial performance metric. Second, a knowledge management process is designed based on the linguistic summaries obtained from the mining process. As a final step and drawing upon the two preceding processes, a diagrammatic system of signals is proposed for diagnosing the sustainability of the region as contributed by its companies. Findings After this methodology is instantiated on a group of Multilatinas, it is observed that their sustainability contributions to the region are limited and that none of the identified linguistic relationships between ESG and the financial performance metric are favorable for the region. Originality/value This is the first proposal of its kind and it can be applied to any region of the world to assess the financial performance of its companies regarding their ESG commitments. In addition, it enables the region to comprehensively monitor compliance with the 2030 SDG agenda.",273202005,4,19,,
10.1016/j.igd.2025.100299,Corporate sustainability and stock market dynamics: What challenges arise for future research?,"Javier Parra-Domínguez, Jairo Dote-Pardo",Innovation and Green Development,2025,(missing abstract),292435334,0,149,,
10.1108/ijlma-07-2023-0154,Nexus between mandatory ESG disclosure regulation and abnormal stock returns: a study of an emerging economy,Rajesh Desai,International Journal of Law and Management,2023,"
Purpose
This study aims to study the response of the stock market to the announcement of compulsory environmental, social and governance (ESG) disclosure regulation in the context of the Indian economy – one of the largest emerging economies. The study also examines the role of carbon sensitivity and pre-ESG disclosure.


Design/methodology/approach
Daily stock price data of 940 listed companies has been collected for 276 trading days to compute abnormal returns. The current study is based on event study methodology to analyze the announcement effect of disclosure regulations. Furthermore, to check the robustness of results, cross-sectional regression has been applied to correct for potential heterogeneity.


Findings
Results of the event study signify that the equity share market has reacted positively and significantly to the mandatory ESG disclosure regulation. Furthermore, the study also confirms the mitigating role of carbon sensitivity and pre-ESG disclosure as carbon nonsensitive (non predisclosure) firms have witnessed a more intense effect of regulation as compared to sensitive (predisclosed) corporations.


Practical implications
Current findings assist managers in understanding investor perception toward nonfinancial disclosures. Corporate managers can use disclosure as a tool to enhance the firm value and reduce information asymmetry by providing relevant information. Furthermore, policymakers can use the findings of present research to disseminate the advantages of adopting ESG disclosure practices thereby improving the transparency and governance among business firms.


Originality/value
To the best of the author’s knowledge, this study is the first to provide empirical evidence on the market response to compulsory ESG disclosure framework in the emerging context of India. Furthermore, considering the infancy stage of ESG research, the present research contributes to the body of knowledge by empirically testing the disclosure theories.
",266689094,9,71,,
10.3390/systems13070578,Unraveling the Drivers of ESG Performance in Chinese Firms: An Explainable Machine-Learning Approach,"Hyojin Kim, Myounggu Lee",Systems,2025,"As Chinese firms play pivotal roles in global supply chains, multinational corporations face increasing pressure to ensure ESG accountability across their sourcing networks. Current ESG rating systems lack transparency in incorporating China’s unique industrial, economic, and cultural factors, creating reliability concerns for stakeholders managing supply chain sustainability risks. This study develops an explainable artificial intelligence framework using SHAP and permutation feature importance (PFI) methods to predict the ESG performance of Chinese firms. We analyze comprehensive ESG data of 1608 Chinese listed companies over 13 years (2009–2021), integrating financial and non-financial determinants traditionally examined in isolation. Empirical findings demonstrate that random forest algorithms significantly outperform multivariate linear regression in capturing nonlinear ESG relationships. Key non-financial determinants include patent portfolios, CSR training initiatives, pollutant emissions, and charitable donations, while financial factors such as current assets and gearing ratios prove influential. Sectoral analysis reveals that manufacturing firms are evaluated through pollutant emissions and technical capabilities, whereas non-manufacturing firms are assessed on business taxes and intangible assets. These insights provide essential tools for multinational corporations to anticipate supply chain sustainability conditions.",288950328,0,66,,
10.3389/fenvs.2022.951646,ESG investing in the AI era: Features of developed and developing countries,"L. Khoruzhy, A. V. Semenov, A. Averin, Timur A. Mustafin",Frontiers in Environmental Science,2022,"Department of Accounting and Taxation, Russian State Agrarian University-Moscow Timiryazev Agricultural Academy (RSAU-MAA named after K. A. Timiryazev), Moscow, Russia, Rector, Moscow Witte University, Moscow, Russia, Department of National Economy, Russian Presidential Academy of National Economy and Public Administration, Moscow, Russia, Department of World Economy, Diplomatic Academy of the Russian Foreign Ministry, Moscow, Russia",251674284,15,56,,
10.3390/su152416860,A Streamline Sustainable Business Performance Reporting Model by an Integrated FinESG Approach,"Victoria Bogdan, Luminița Rus, D. Gherai, Adrian-Gheorghe Florea, N. Bugnar",Sustainability,2023,"ESG reporting and disclosure enable financial performance by attracting revenues and optimizing managerial decisions. Within this landscape falls the present study that aimed to examine the quality of ESG reporting connected to the financial performance of listed companies. Stratified analysis revealed four groups of companies according to the average value of ROA and ROE indicators, as well as four classes according to the average ESG disclosure score. The analysis of GRI topics and materiality disclosure scores showed an average disclosure level on ESG components, located between a satisfactory and a good level of disclosure. Also, companies were found to be more inclined to disclose data on the sustainability strategy but provided poor and vague information on the business model. The results of comparative clustering analysis based on FinESG reporting and disclosure scores showed that 31.57% of companies maintained their position in the final ranking. Content analysis of sustainability reports by Leximancer, v.5.0 software highlighted that the most salient topic was “employees”, and it revealed correlations between the themes “employees” and “emissions”. The practical implications of the study were found in the promotion of an integrated reporting that best meets the needs of both stakeholders and those of environmental protection and the development of society.",267202715,21,62,,
10.1016/j.ribaf.2024.102706,Do Past ESG Scores Efficiently Predict Future ESG Performance?,"Dilvin Taşkın, Görkem Sarıyer, Ece Erdener Acar, Efe Çağlar Çağlı",Research in International Business and Finance,2024,(missing abstract),282456399,10,93,,
10.1016/j.jenvman.2025.124365,Sustainable practices in business operations - Merely a moral obligation of modern companies or a strategic asset for enhancing shareholders value.,"Ashutosh Dash, Amit Kumar Gupta, Vanita Singh, Kirti Sharma",Journal of Environmental Management,2025,(missing abstract),283619143,3,75,,
10.1109/access.2024.3393511,Genetic Programming Based Automated Machine Learning in Classifying ESG Performances,"Abdullah Sani Abd Rahman, Suraya Masrom, Rahayu Abdul Rahman, Roslina Ibrahim, Abdul Rehman Gilal",IEEE Access,2024,(missing abstract),291750623,1,39,,
