DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.22610/imbr.v16i3s(i)a.4196,An Exploratory Study on the Effect of Macroeconomic Indicators on the Stock Market Performance among 6-ASEAN Countries,"Zahirah Hamid Ghul, Zetty Zahureen Mohd Yusoff, Norhasimah Shaharuddin, Nurul Haziqah Shamsudin, Nik Rozila Nik Mohd Masdek",Information Management and Business Review,2024,"The stock market's performance has been impacted by the global economy's recovery from the COVID-19 pandemic. This study investigates the impact of various factors on stock market performance, with a focus on the global economic recovery from the COVID-19 pandemic. The stock market has experienced positive growth, driven by low interest rates, ample liquidity, and sustained investor optimism, despite concerns over rising inflation and interest rates. This research aims to analyze stock market performance across six ASEAN countries, using a range of data sources, including historical stock prices, financial reports, and macroeconomic indicators. The findings reveal that the real exchange rate exerts the most significant influence on stock market performance. The insights from this study provide valuable information for investors, policymakers, and government bodies, aiding in strategic decision-making and investment planning in these markets.",280229468,0,38,,ESG List
10.32628/cseit241051084,Enhancing Customer Experience with Generative AI in Financial Services Contact Centers,Santosh Kumar Ganesan,International Journal of Scientific Research in Computer Science Engineering and Information Technology,2024,"This article explores the transformative impact of Generative Artificial Intelligence (Gen AI) on customer service operations in financial services contact centers. Through a comprehensive case study approach, we examine the implementation of a Gen AI system designed to handle complex financial queries, provide personalized guidance, and ensure regulatory compliance. The article investigates the system's architecture, key features, and integration with existing infrastructure, while analyzing its performance across critical metrics such as First-Call Resolution rates, call handling times, customer satisfaction scores, and operational costs. Our article reveals significant improvements in these areas, with FCR rates increasing by 50%, call handling times decreasing by 40%, and customer satisfaction scores improving by 45%. The article also addresses the challenges and ethical considerations associated with AI-driven customer service in the financial sector, including data privacy, algorithmic bias, and the need for transparency. By providing a detailed analysis of both quantitative improvements and qualitative benefits, this article offers valuable insights for financial institutions considering the adoption of Gen AI technologies to enhance their customer service capabilities and maintain competitiveness in an increasingly digital financial landscape.",280849343,0,6,,ESG List
10.48550/arxiv.2411.01264,An Innovative CGL-MHA Model for Sarcasm Sentiment Recognition Using the MindSpore Framework,"Zhenkai Qin, Qining Luo, Xunyi Nong",arXiv.org,2024,"The pervasive use of the Internet and social media introduces significant challenges to automated sentiment analysis, particularly for sarcastic expressions in user-generated content. Sarcasm conveys negative emotions through ostensibly positive or exaggerated language, complicating its detection within natural language processing tasks. To address this, we propose an innovative sarcasm detection model integrating Convolutional Neural Networks (CNN), Gated Recurrent Units (GRU), Long Short-Term Memory (LSTM), and Multi-Head Attention mechanisms. The CNN component captures local n-gram features, while GRU and LSTM layers model sequential dependencies and contextual information. Multi-Head Attention enhances the model's focus on relevant parts of the input, improving interpretability. Experiments on two sarcasm detection datasets, Headlines and Riloff, demonstrate that the model achieves an accuracy of 81.20% and an F1 score of 80.77% on Headlines, and an accuracy of 79.72% with an F1 score of 61.39% on Riloff, outperforming traditional models. These results validate the effectiveness of our hybrid approach for sarcasm detection in social media texts.",281283374,0,51,,ESG List
10.1016/j.procs.2024.09.695,Descriptive and predictive analysis of the accounting sector,Anna Karmańska,Procedia Computer Science,2024,(missing abstract),281721143,0,19,,ESG List
10.12677/airr.2024.134099,The Development History and Prospect of AI in the Finance,立晟 闫,Artificial Intelligence and Robotics Research,2024,(missing abstract),281793296,0,1,,ESG List
10.1007/978-3-031-65314-8_15,Startups and Market Meltdowns: Understanding Survival and Success Factors in Entrepreneurial Settings,"Sarthak Pattnaik, Kathleen Park, Eugene Pinsky",(missing journal),2024,(missing abstract),281815216,0,19,,ESG List
10.4018/979-8-3693-7924-0.ch014,The Technology Disruptor Artificial Intelligence in Finance Domain,"Varun Kesavan, Aruna Polisetty, Viana Hassan","Advances in finance, accounting, and economics book series",2024,"In the last two decades, there has been a continuous innovation in the field of AI and it has been adopted in different fields inclusive of finance. At the same time, numerous works have been published exploring the use of AI in the sphere of financial services. The objective of this work is to review the available literature and discuss gaps in the body of knowledge on this subject. For this purpose, bibliometric and content analysis techniques were used on a number of articles available from 1990 to July 2024. The bibliometric technique was employed to classify core fields and productivity in FinTech research, though using VosViewer and Biblioshiny to offer maps regarding top authors, sources, countries, scientific developments, and concepts.",281893664,0,31,,ESG List
10.4018/979-8-3693-5923-5.ch002,Success Story on Business Decision Making Using Artificial Intelligence,Flory Anette Dieck-Assad,"Advances in finance, accounting, and economics book series",2024,"This chapter presents the advantages of using technological advancements such as artificial intelligence (AI) tools to enhance the traditional decision-making process of an accountant in the area of reporting and analysis. Throughout the chapter, the reader will discover a wide array of applications that the AI ecosystem (robo-advisors, virtual assistants, chatbots, etc.) offers to simplify data analysis and improve tactical decision-making for targeting new paths of growth for any company. It tells the success story of an accountant who was promoted to chief accounting officer (CAO) by enhancing the vision of the firm's path of growth through the use of AI tools, based on real data. AI will not replace professional accountants; on the contrary, with the help of AI, accountants can give strategic insights to improve the financial welfare of any firm by providing innovative data analysis faster and allowing the accountant more time to digest the analysis and provide better and informed tactical decision-making to target a newer vision of the company in the short and long term.",282016922,0,10,,ESG List
10.2478/amns-2024-3451,Application of accounting automation technology in esg audit practice and its impact on audit quality,Guanying Li,Applied Mathematics and Nonlinear Sciences,2024,"Abstract How to realize the automation of auditing work has become the goal pursued by auditors, and the development and application of RPA technology brings opportunities and challenges for realizing audit automation. This paper proposes an ESG automated auditing technology by integrating ESG and K-means clustering algorithms on the basis of RPA automation technology. Then, through actual cases, we explore the effect of ESG automated auditing on auditing in practice. Using ESG automated auditing technology to practice the application of drug charging behavior in Hospital A. Using the K-mans algorithm to mine the potential relationship between drugs and conduct correlation analysis of drugs, the study finds that ESG automated auditing technology can effectively help auditors to complete their work, realize the automation and intelligence of intelligent auditing, save auditing manpower costs, and improve efficiency. To further analyze the impact of ESG automation auditing technology on audit quality, regression analysis was conducted on pharmaceutical companies in Hospital A. The regression results show that the regression coefficient of ESG automation auditing is -0.004, which is unchanged at a 1% statistical level, indicating that ESG automation auditing technology is significantly negatively correlated with manipulatable accrued profits, i.e., the better ESG automation auditing technology is, the higher its audit quality is.",282157862,0,22,,ESG List
10.4018/979-8-3693-7362-0.ch013,The Role of Artificial Intelligence and Machine Learning in Enhancing Stakeholder Engagement for Sustainable Finance in the SME Sector,"N. Geetha, U. M. Gopal Krishna",Advances in business strategy and competitive advantage book series,2024,"This paper examines how AI and ML affect stakeholders' involvement in sustainable finance in small and medium-sized businesses, focusing on trading, risk management, and financial advice. It begins with a historical overview and follows AI and ML in SMEs from their early use to their widespread adoption today. The study examines how financial institutions use these technologies to improve customer support, revenue, and service digitization for sustainable finance. Algorithmic trading, predictive analysis, financial advisory, and operational risk management are explored. The paper emphasizes stakeholder engagement in sustainable finance and how AI and ML can help. This study offers comprehensive case studies, theoretical frameworks, and future research to help financial institutions, asset managers, and other organizations use AI and ML for sustainable finance and stakeholder engagement.",282476192,0,14,,ESG List
10.4018/979-8-3693-6274-7.ch014,Agile Sustainability Revolutionizing Risk Management in Finance,"David P. Surenthran, S. Umamaheswari, Pathmu R. Blessie, K. Karthick, A. Nithyakarpgam, Joel Jebadurai Devapitchai","Advances in logistics, operations, and management science book series",2024,"In today's rapidly evolving financial landscape, the integration of Agile principles with sustainability practices has emerged as a transformative approach to risk management. This chapter delves into how Agile principles enhance risk assessment and mitigation strategies, emphasizing adaptability and collaboration in the finance sector. By integrating sustainability considerations, financial institutions navigate environmental, social, and governance (ESG) risks more effectively. Through Agile methodologies and advanced technologies like AI, finance professionals anticipate and address emerging risks proactively. This chapter highlights the pivotal role of Agile Sustainability in reshaping risk management paradigms, promoting resilience, and driving sustainable value creation in the finance industry.",282835839,0,26,,ESG List
10.4018/979-8-3693-6274-7.ch013,Revealing the Potential of Sustainable Investment Strategies,"Manali Agrawal, Mohammad Irfan","Advances in logistics, operations, and management science book series",2024,"The contemporary global scene is characterized by constant change, making sustainable investment solutions increasingly necessary. This study aims to explore the intricate realm of impact investing with the goal of illuminating the potential for impact investing to yield positive social, environmental, and financial outcomes. The article delves into the background of impact investing and its rise to prominence as a widely accepted investment approach that challenges traditional notions of risk and return. This article explains investors' growing awareness of the connection between financial performance and (ESG) factors, as well as the driving forces and inspirations behind the current surge in demand for sustainable investments. This research highlights the potential of sustainable investing techniques to significantly impact the financial landscape and advance the development of a more equitable and sustainable global community.",282865236,0,21,,ESG List
10.4018/979-8-3693-7041-4.ch012,Sidestepping Ad Fraud Through Interfaces of Artificial Intelligence Machine Learning,Bhupinder Singh,"Advances in marketing, customer relationship management, and e-services book series",2025,"The contemporary landscape of banking and financial industry is marked by an amalgamation of cutting-edge technologies and ever-evolving complexities, underscoring the pressing need for innovative solutions to combat a surge in sophisticated fraudulent activities. The focus is particularly sharpened on three pivotal dimensions: Ad Click Fraud, Credit Card Management Fraud and Document Dispensation Fraud within the expansive domain of E-commerce transactions. This chapter explores the AI-based document verification systems which emphasizing their pivotal role in securing transactions that hinge on authenticating documents such as- forged documentation are addressed through innovative solutions including the integration of blockchain technology with AI which not only enhances security but also establishes an immutable ledger of transactions, mitigating risks associated with document-based frauds.",283246524,0,41,,ESG List
10.1002/9781394271078.ch6,"Deep Diving into Financial Frauds via Ad Click, Credit Card Management and Document Dispensation in E-Commerce Transactions","Bhupinder Singh, Pushan Kumar Dutta, Christian Kaunert",(missing journal),2025,(missing abstract),283400997,0,55,,ESG List
10.1109/cinti63048.2024.10830823,A Prototype System Using Causal Inference and Machine Learning Models to Estimate ESG Ratings for SMEs,Tsung-Nan Chou,International Symposium on Computational Intelligence and Informatics,2024,"Although numerous environmental, social, and governance (ESG) rating agencies exist globally, different organizations may employ distinct evaluation frameworks and methods, potentially leading to inconsistent or misleading ratings for a given company. Moreover, these rating agencies primarily focus on evaluating publicly listed large-cap companies, rendering their assessment approaches unsuitable for small and medium-sized enterprises (SMEs) that lack sufficient resources to support ESG evaluations. This study aims to develop an SME-specific ESG rating system that integrates both indirect and direct approaches. To facilitate responsible and reliable ESG evaluations, the indirect approach employs causal inference technique to identify the most relevant variables affecting ESG ratings in large listed companies. Subsequently, three machine learning-based predictive models are trained using this data, which are then applied to SMEs with a bridging strategy to derive their potential ESG ratings. The direct approach categorizes SMEs by industry and applies customized ESG performance indicators to assess their actual ESG ratings. Finally, the two rating results are integrated using a weighted formula, accompanied by the implementation of Microsoft Power BI's visualized and interactive features, to establish a transparent, explainable, and interpretable SME-specific ESG rating system.",283468785,0,9,,ESG List
10.1109/incowoco64194.2024.10863562,Leveraging Machine Learning to Predict IFC Project Success and Failure,"Sivaraman Jayanthi, J JeyaGanesan, Ismatha begum, Eslavath Ramesh, Ravikumar Balaraman, Sunkam Gunasree",2024 First International Conference for Women in Computing (InCoWoCo),2024,"This research expounds on the efficacy and impact of a machine learning-based approach in managing the investment services projects of the International Finance Corporation (IFC). It is achieved by focusing on the impact of financial interventions and project completion. We used a detailed dataset to assess trends in project status over time. The details about the growth of completed and active projects and the fluctuations in pending stages, like signing, disbursement, and approval are available in the dataset. We experimented with the ML models, including Random Forest, Gradient Boosting, Logistic Regression, SVC, and Decision Tree, to predict project outcomes. These models are evaluated with the metrics such as, accuracy, precision, recall, F1-score, and ROC AUC. After rigorous experiments, we observed that Gradient Boosting achieved the highest accuracy (90.76%) and Random Forest closely followed (90.43%). We identified significant trends that include a high success rate in project completion, an incremental growth in active projects, and a low occurrence of hold and pending approval statuses. We also performed statistical analysis and observed that loans dominate IFC's financial support and risk management and guarantees see less use. Additionally, correlations between total investments and other financial products highlight a diversified investment strategy. The findings emphasize opportunities for improving project approval efficiency, managing bottlenecks, and implementing data-driven decision-making to optimize investment strategies and enhance sustainable development outcomes. This research offers actionable insights for policymakers, demonstrating how ML can improve project management processes and maximize the impact of IFC investments in developing economies.",283853609,0,10,,ESG List
10.1007/978-3-031-75589-7_12,AI in the Stock Market,"Georges Azzi, Jassem Ajaka",(missing journal),2025,(missing abstract),284163975,0,21,,ESG List
10.32628/cseit251112334,Enhancing Financial Planning Through Human-AI Collaborative Analytics: A Strategic Framework,Harsh Singh,International Journal of Scientific Research in Computer Science Engineering and Information Technology,2025,"This article explores the transformative potential of artificial intelligence (AI) in Financial Planning and Analysis (FP&amp;A). By integrating machine learning algorithms and advanced analytics with human expertise, financial institutions can improve decision-making, streamline processes, and enhance predictive accuracy. While AI enables automation and data-driven insights, this paper underscores the need for strategic human oversight to ensure relevance and reliability. Through an exploration of industry practices, emerging trends, and implementation strategies, this article provides a roadmap for organizations adopting AI in FP&amp;A, emphasizing the importance of robust infrastructure, change management, and human-AI collaboration for successful deployment.",284548113,0,4,,ESG List
10.2903/sp.efsa.2025.en-9301,FFRAUD-ER: Development of a computational model for identifying Food Fraud incidents as drivers for Food Safety Emerging Risks,"G. Aristodemou, Andrea Braun, Antonios A. Frangos, Apostolos N. Papadopoulos, V. Vrachimis",EFSA Supporting Publications,2025,"Abstract The primary objective of this project was the development of a computational model aimed at identifying food fraud incidents as drivers for food safety emerging risks, in alignment with EFSA's activities on environmental scanning. These activities include the identification and analysis of emerging risks, the enhancement of risk identification methodologies, and the communication of identified risks. At first stage, the focus was on the identification and prioritisation of data sources of historical food fraud cases. This phase involved rigorous criteria for data selection to ensure accuracy and relevance. Subsequently, a labelled dataset was developed through systematic data categorisation and annotation, essential for training the computational model to detect patterns of potential safety risks in food fraud incidents. The core of the project involved the creation of the Computational Model (CM) using natural language processing (NLP) and deep learning algorithms. Six state‐of‐the‐art NLP models (BERT, XLNet, GPT‐3, ELECTRA, T5, and ELMo) were identified, trained and tested on the labelled dataset, with XLNet achieving an F1‐Score of 95% and a ROC/AUC Score of 98%. An iterative refinement phase followed, involving feedback from the FFRAUD‐ER Network and stakeholders to enhance the model's reliability. Finally, the model's application in real‐world scenarios was explored, demonstrating its utility in aiding EFSA and other Emerging Risk Identification networks to detect emerging food safety risks. The results indicate that the computational model can successfully determine whether a food fraud instance poses a food safety risk. Statistical and analytical techniques applied alongside the CM on newly acquired data of food fraud incidents have shown potential, although their efficiency and effectiveness will primarily depend on the quality and quantity of future data.",284570844,0,26,,ESG List
10.4018/979-8-3693-7570-9.ch006,The Synergy of Artificial Intelligence and Green Finance for Sustainable Investment,"Asheetu Bhatia Sarin, Shivangi Sharma","Advances in finance, accounting, and economics book series",2024,"This chapter explores the intersection of artificial intelligence (AI) and green finance, investigating their combined potential to drive sustainable investments. The study aims to elucidate the role of AI in enhancing the effectiveness of green finance strategies and accelerating the transition to a more sustainable financial ecosystem. Through an in-depth analysis, the chapter examines how AI technologies, including machine learning and data analytics, can optimize decision-making processes, risk assessment, and resource allocation in the context of sustainable investments. The chapter also assesses the implications of this synergy on environmental, social, and economic dimensions, shedding light on the transformative impact on the future of sustainable finance.",284800255,0,18,,ESG List
10.1007/978-3-031-83435-6_7,Bibliometric Insights into AI and Emerging Technologies for Sustainability Accounting and Reporting,"Abdelaziz Ourrani, Abdellatif AZIKI, Moulay Hachem FADILI, Houcine Khinibilla",Communications in computer and information science,2025,(missing abstract),284838768,0,11,,ESG List
10.1109/icacctech65084.2024.00056,PROXY: Personal Revenue Organization & Xpense Yardstick,"Cse Prerana Singh Student, Dr.Harish Mittal, Cse Sameer Rathi Student, Sonika Vasesi, Aditya Pratap, Cse Singh Student",2024 Second International Conference on Advanced Computing & Communication Technologies (ICACCTech),2024,"College students frequently experience significant issues in managing their personal funds due to a lack of financial knowledge. Existing financial management systems do not adequately address students' specific needs, resulting in overspending, missing payments, and financial stress. To address this issue, we propose PROXY, a smartphone application built exclusively to assist students in managing their budgets, tracking costs, and meeting savings objectives. The app's primary features include manual spending monitoring, budget management, and bill reminders, automatic bank integration, enhanced financial insights, and gamification. The app's goal is to improve students' financial health and reduce stress by promoting good financial habits. The paper highlights the app's development, main features, and potential future possibilities, emphasizing its usefulness in promoting financial awareness among students.",285413382,0,13,,ESG List
10.17836/ec.2024.2.007,AI in Finance: Innovative Approaches for Sustainable Business Models,"Cedric Bartelt, Alexander Maximilian Röser",E-conom,2024,"Artificial Intelligence (AI) is increasingly recognized as a transformative force driving sus-tainable business innovation in the financial sector. This study conducts a methodological meta-analysis of existing research to examine AI’s role in advan-cing sustainable finance. By systematically reviewing and synthesizing literature from peer-reviewed journals, industry reports, and academic sources, this study focuses on AI applications such as machine learn-ing and neural networks that support environmental, social, and governance (ESG) objec-tives. Key applications include AI-driven financial forecasting, risk management, and auto-mated reporting systems that enhance transparency and facilitate green finance initiatives. Each selected study was rigorously evaluated for methodological quality and relevance to ensure robust findings. The analysis identifies recurring themes, challenges, and gaps in the current literature, with an emphasis on ethical considerations and regula-tory compliance. The study provides insights into how AI can improve decision-making processes by integrat-ing sustainability indicators, thus fostering long-term value creation in finance. The findings underscore AI’s strategic importance in achieving sustainability goals and offer a foundation for future research and inno-vation in sustainable finance. JEL-codes: O33, C18, G21, Q01, D83",285603389,0,60,,ESG List
10.48550/arxiv.2503.21489,Shape Modeling of Longitudinal Medical Images: From Diffeomorphic Metric Mapping to Deep Learning,"Edwin Tay, Nazli Tumer, Amir A. Zadpoor",arXiv.org,2025,"Living biological tissue is a complex system, constantly growing and changing in response to external and internal stimuli. These processes lead to remarkable and intricate changes in shape. Modeling and understanding both natural and pathological (or abnormal) changes in the shape of anatomical structures is highly relevant, with applications in diagnostic, prognostic, and therapeutic healthcare. Nevertheless, modeling the longitudinal shape change of biological tissue is a non-trivial task due to its inherent nonlinear nature. In this review, we highlight several existing methodologies and tools for modeling longitudinal shape change (i.e., spatiotemporal shape modeling). These methods range from diffeomorphic metric mapping to deep-learning based approaches (e.g., autoencoders, generative networks, recurrent neural networks, etc.). We discuss the synergistic combinations of existing technologies and potential directions for future research, underscoring key deficiencies in the current research landscape.",285779936,0,201,,ESG List
10.3390/risks13040074,Fuzzy Non-Payment Risk Management Rooted in Optimized Household Consumption Units,"Gregorio Izquierdo Llanes, Antonio M. Salcedo",Risks,2025,"Traditionally, business risk management models have not taken into consideration household composition for the purposes of credit granting or project financing in order to manage the risk of default. In this research, an improvement in the risk management model was obtained by introducing household composition as a new exogenous variable. With the application of generalized reduced gradient nonlinear optimization modeling, improved consumption units are determined according to the different types of household size and the age of their members. Estimated household economies of scale show a consistent pattern even in the year 2020, corresponding with the COVID-19 outbreak. Thus, an adjusted estimation of the household equivalized disposable income is obtained. Based on this more accurate equivalized income estimation, acceptable debt levels can be determined. The estimation of probabilities of default allows the household risk of default to be managed. In this way, a novel model is proposed by incorporating household composition into credit risk evaluation using fuzzy clustering and optimization techniques. Companies can assess the expected loss of a credit exposure through a model that can help them in the process of making evidence-informed decisions.",286112392,0,50,,ESG List
